ID reg,secure domains,insecure domains,percent secure
ISBX-0002,0,4,0.0
KATE-0007,0,4,0.0
TOMM-0015,0,4,0.0
GREE-0083,0,4,0.0
DATA-0106,0,4,0.0
MART-0636,0,4,0.0
CONS-0108,0,4,0.0
KOIC-0002,0,4,0.0
AGRO-0325,0,4,0.0
AIRN-0002,0,4,0.0
TECH-0158,0,4,0.0
PROC-0066,0,4,0.0
RGSE-0001,0,4,0.0
SPRM-0001,0,4,0.0
ALLI-0009,0,4,0.0
ROMA-0173,0,4,0.0
SPIN-0008,0,4,0.0
PAPE-0011,0,4,0.0
ARTE-0065,0,4,0.0
WLHI-0001,0,4,0.0
JOZE-0224,0,4,0.0
ATRI-0025,0,4,0.0
ESEN-0007,0,4,0.0
DMCO-0001,0,4,0.0
BAKU-0002,0,4,0.0
EMBE-0001,0,4,0.0
MARM-0014,0,4,0.0
OMAT-0001,0,4,0.0
DETR-0007,0,4,0.0
BICB-0002,0,4,0.0
RUBI-0010,0,4,0.0
SOME-0009,0,4,0.0
GOLD-0004,0,4,0.0
ECLI-0001,0,4,0.0
BORO-0013,0,4,0.0
MICH-0519,0,4,0.0
FRAN-0326,0,4,0.0
BSPC-0001,0,4,0.0
MELC-0003,0,4,0.0
MORG-0007,0,4,0.0
CARM-0002,0,4,0.0
ONEF-0003,0,4,0.0
MARC-0283,0,4,0.0
TECH-0043,0,4,0.0
METH-0002,0,4,0.0
DATA-0003,0,4,0.0
CCSI-0001,0,4,0.0
PMIT-0001,0,4,0.0
MEIT-0001,0,4,0.0
DATA-0126,0,4,0.0
JMAZ-0001,0,4,0.0
KMAR-0003,0,4,0.0
MATE-0695,0,4,0.0
TEFA-0129,0,4,0.0
WEDI-0009,0,4,0.0
DOGM-0001,0,4,0.0
TKOS-0001,0,4,0.0
ETRE-0003,0,4,0.0
ZUEN-0070,0,4,0.0
ELIT-0033,0,4,0.0
RALF-0001,0,4,0.0
ERIC-0011,0,4,0.0
FOLL-0005,0,4,0.0
ABSO-0010,0,4,0.0
ELVI-0013,0,4,0.0
EXPA-0009,0,4,0.0
ANTM-0003,0,4,0.0
PROH-0013,0,4,0.0
PROD-0007,0,4,0.0
GITY-0002,0,4,0.0
VBUS-0001,0,4,0.0
PETE-1771,0,4,0.0
ZIPS-0009,0,4,0.0
ICPI-0001,0,4,0.0
TATR-0051,0,4,0.0
JNKO-0077,0,4,0.0
MARE-0928,0,4,0.0
MSLO-0001,0,4,0.0
THPO-0001,0,4,0.0
PHOB-0003,0,4,0.0
OTPB-0001,0,4,0.0
HEWL-0002,0,4,0.0
POIS-0006,0,4,0.0
PPSO-0001,0,4,0.0
SOME-0007,0,4,0.0
PROM-0140,0,4,0.0
UNIT-0041,0,4,0.0
4MAM-0002,0,3,0.0
ADAM-0141,0,3,0.0
SSLO-0004,0,3,0.0
7MED-0002,0,3,0.0
TIBO-0090,0,3,0.0
NOVA-0021,0,3,0.0
A-CO-0002,0,3,0.0
SPIR-0006,0,3,0.0
KALM-0003,0,3,0.0
SAMM-0001,0,3,0.0
ALCO-0012,0,3,0.0
ALIM-0002,0,3,0.0
CANE-0002,0,3,0.0
ONKO-0001,0,3,0.0
PNET-0002,0,3,0.0
MATE-0360,0,3,0.0
STAN-0189,0,3,0.0
ARKO-0002,0,3,0.0
EATA-0001,0,3,0.0
BORK-0001,0,3,0.0
SAIP-0001,0,3,0.0
MILA-1377,0,3,0.0
IVAN-0441,0,3,0.0
DEVE-0036,0,3,0.0
DANT-0012,0,3,0.0
STIN-0004,0,3,0.0
BAHJ-0001,0,3,0.0
UNIV-0005,0,3,0.0
BUSI-0004,0,3,0.0
BEPI-0001,0,3,0.0
BESS-0001,0,3,0.0
BEST-0006,0,3,0.0
BETA-0028,0,3,0.0
MICH-2270,0,3,0.0
SOMN-0003,0,3,0.0
SATE-0007,0,3,0.0
BRAW-0001,0,3,0.0
VISI-0040,0,3,0.0
MINI-0038,0,3,0.0
IINT-0002,0,3,0.0
THEM-0004,0,3,0.0
ELEZ-0010,0,3,0.0
INCO-0023,0,3,0.0
LARM-0001,0,3,0.0
SIEM-0005,0,3,0.0
WHIT-0003,0,3,0.0
CYBE-0005,0,3,0.0
INFA-0004,0,3,0.0
CHIN-0003,0,3,0.0
TECH-0070,0,3,0.0
NLOV-0002,0,3,0.0
MOIR-0003,0,3,0.0
VELT-0001,0,3,0.0
JNPI-0004,0,3,0.0
X24I-0001,0,3,0.0
EKOS-0012,0,3,0.0
DATA-0071,0,3,0.0
MART-0089,0,3,0.0
ITBA-0001,0,3,0.0
EURO-0661,0,3,0.0
PROV-0050,0,3,0.0
HEWL-0001,0,3,0.0
MICH-0215,0,3,0.0
EDFA-0001,0,3,0.0
MILL-0012,0,3,0.0
ELAR-0005,0,3,0.0
PETE-0614,0,3,0.0
TRIK-0030,0,3,0.0
ITAL-0023,0,3,0.0
SSVI-0001,0,3,0.0
EPUS-0001,0,3,0.0
EXEI-0001,0,3,0.0
INNO-0012,0,3,0.0
LUMA-0024,0,3,0.0
BWIN-0005,0,3,0.0
FNLP-0002,0,3,0.0
FREE-0040,0,3,0.0
3NET-0002,0,3,0.0
MICH-0208,0,3,0.0
IQVI-0001,0,3,0.0
KGVI-0002,0,3,0.0
MART-4304,0,3,0.0
HGDA-0001,0,3,0.0
STOR-0007,0,3,0.0
VILI-0038,0,3,0.0
RKMS-0001,0,3,0.0
FRAN-0195,0,3,0.0
ICOS-0001,0,3,0.0
OZTU-0001,0,3,0.0
RTIS-0732,0,3,0.0
ALFA-0081,0,3,0.0
IQTE-0001,0,3,0.0
MBTE-0002,0,3,0.0
MICR-0034,0,3,0.0
TTCO-0010,0,3,0.0
PYTK-0001,0,3,0.0
PETE-1054,0,3,0.0
NEXT-0043,0,3,0.0
AMNE-0001,0,3,0.0
VERO-0074,0,3,0.0
SMSS-0001,0,3,0.0
ASPO-0001,0,3,0.0
BELT-0005,0,3,0.0
SHIF-0001,0,3,0.0
MERI-0014,0,3,0.0
RAMP-0014,0,3,0.0
DIGI-0048,0,3,0.0
MIZZ-0001,0,3,0.0
MMSE-0006,0,3,0.0
YOXH-0001,0,3,0.0
DOMO-0122,0,3,0.0
NADC-0069,0,3,0.0
REAL-0272,0,3,0.0
NEXT-0042,0,3,0.0
ROBE-0181,0,3,0.0
TELE-0024,0,3,0.0
VESL-0001,0,3,0.0
WTHE-0001,0,3,0.0
TORN-0004,0,3,0.0
PAAM-0001,0,3,0.0
LASA-0001,0,3,0.0
STIN-0003,0,3,0.0
TRAN-0039,0,3,0.0
SESI-0004,0,3,0.0
EDCI-0002,0,3,0.0
VODO-0002,0,3,0.0
1BIT-0001,0,2,0.0
RICH-0109,0,2,0.0
WEXA-0001,0,2,0.0
ACTI-0022,0,2,0.0
ADVA-0017,0,2,0.0
ADVE-0001,0,2,0.0
SALO-0012,0,2,0.0
CNCT-0003,0,2,0.0
AITI-0001,0,2,0.0
AGRO-0002,0,2,0.0
LICE-0001,0,2,0.0
ANYS-0004,0,2,0.0
RESO-0005,0,2,0.0
NORB-0101,0,2,0.0
SETI-0004,0,2,0.0
VEJA-0002,0,2,0.0
TOMV-0045,0,2,0.0
VIKS-0003,0,2,0.0
EXHA-0002,0,2,0.0
REG-871905,0,2,0.0
IMPR-0005,0,2,0.0
ANSW-0001,0,2,0.0
DIGI-0039,0,2,0.0
BEPO-0003,0,2,0.0
MACH-0006,0,2,0.0
OUPI-0001,0,2,0.0
PSYS-0001,0,2,0.0
MART-1385,0,2,0.0
PROJ-0032,0,2,0.0
UNIQ-0008,0,2,0.0
BRAT-0014,0,2,0.0
ELVE-0017,0,2,0.0
DOBR-0001,0,2,0.0
CADI-0003,0,2,0.0
STEL-0032,0,2,0.0
REDB-0006,0,2,0.0
TATR-0197,0,2,0.0
ANRO-0001,0,2,0.0
CITI-0005,0,2,0.0
MMIR-0001,0,2,0.0
DUOC-0001,0,2,0.0
ESKI-0002,0,2,0.0
MILO-0594,0,2,0.0
COMK-0001,0,2,0.0
COMS-0011,0,2,0.0
CONA-0002,0,2,0.0
ESTO-0004,0,2,0.0
CTIN-0001,0,2,0.0
DSOF-0001,0,2,0.0
FREE-0018,0,2,0.0
DATY-0002,0,2,0.0
HERB-0022,0,2,0.0
DCGI-0001,0,2,0.0
LIGA-0005,0,2,0.0
SAMU-0002,0,2,0.0
PETE-4196,0,2,0.0
MICO-0001,0,2,0.0
OLIV-0113,0,2,0.0
EGON-0001,0,2,0.0
LIGH-0015,0,2,0.0
WITT-0008,0,2,0.0
LUBO-0069,0,2,0.0
ERSI-0002,0,2,0.0
ESCA-0005,0,2,0.0
UDOV-0071,0,2,0.0
VYDA-0048,0,2,0.0
HENR-0064,0,2,0.0
FAIR-0012,0,2,0.0
FAMS-0001,0,2,0.0
HNZL-0001,0,2,0.0
JURO-0020,0,2,0.0
REFO-0003,0,2,0.0
PPLU-0001,0,2,0.0
MTEC-0009,0,2,0.0
GEST-0005,0,2,0.0
JUKO-0001,0,2,0.0
ADNE-0005,0,2,0.0
ZOOM-0002,0,2,0.0
GROU-0038,0,2,0.0
XDVI-0001,0,2,0.0
HADB-0003,0,2,0.0
KLUB-0012,0,2,0.0
MILO-0546,0,2,0.0
MART-2600,0,2,0.0
SAMM-0002,0,2,0.0
MARK-1000,0,2,0.0
WEBS-0025,0,2,0.0
MILO-0048,0,2,0.0
INTI-0043,0,2,0.0
NEKO-0002,0,2,0.0
SARI-0005,0,2,0.0
LUKS-0020,0,2,0.0
ITDI-0001,0,2,0.0
JARO-0015,0,2,0.0
BJAR-0001,0,2,0.0
ADPE-0002,0,2,0.0
JOBD-0001,0,2,0.0
XIME-0002,0,2,0.0
PROG-0037,0,2,0.0
KATO-0006,0,2,0.0
NEOT-0003,0,2,0.0
VIDM-0002,0,2,0.0
JURA-0874,0,2,0.0
LTSB-0001,0,2,0.0
PMXN-0002,0,2,0.0
QUAL-0004,0,2,0.0
STAR-0134,0,2,0.0
MAMI-0002,0,2,0.0
KOPA-0002,0,2,0.0
ADAM-0016,0,2,0.0
LAIT-0001,0,2,0.0
AGEN-0082,0,2,0.0
PROD-0042,0,2,0.0
UMST-0002,0,2,0.0
SIMP-0026,0,2,0.0
KOHI-0009,0,2,0.0
RMAR-0002,0,2,0.0
KOFT-0004,0,2,0.0
NORM-0008,0,2,0.0
MKAD-0001,0,2,0.0
ADIS-0001,0,2,0.0
ORIG-0014,0,2,0.0
WEB4-0007,0,2,0.0
SOMH-0001,0,2,0.0
SERV-0019,0,2,0.0
ORCA-0001,0,2,0.0
ORGA-0016,0,2,0.0
EURI-0009,0,2,0.0
MIRA-0067,0,2,0.0
TTCI-0002,0,2,0.0
VORA-0001,0,2,0.0
PROG-0081,0,2,0.0
RESE-0002,0,2,0.0
ROED-0001,0,2,0.0
STAV-0219,0,2,0.0
UNIC-0027,0,2,0.0
STAV-0090,0,2,0.0
PETE-0238,0,2,0.0
UNIV-0049,0,2,0.0
VINO-0026,0,2,0.0
IGOR-0018,0,2,0.0
TELE-0005,0,2,0.0
GRSP-0001,0,2,0.0
UVET-0001,0,2,0.0
MWIK-0001,0,2,0.0
FEDO-0017,0,2,0.0
AZOV-0001,0,1,0.0
MORI-0004,0,1,0.0
SRSW-0001,0,1,0.0
ACLI-0001,0,1,0.0
FRES-0013,0,1,0.0
ADOX-0002,0,1,0.0
PAVO-0321,0,1,0.0
AGEN-0260,0,1,0.0
AGMI-0002,0,1,0.0
PKRK-0001,0,1,0.0
AIVA-0001,0,1,0.0
TERM-0016,0,1,0.0
ALLI-0028,0,1,0.0
ALLT-0022,0,1,0.0
AMIC-0027,0,1,0.0
ANKO-0004,0,1,0.0
DLTS-0002,0,1,0.0
APT--0001,0,1,0.0
AGEN-0155,0,1,0.0
ARTR-0025,0,1,0.0
135S-0001,0,1,0.0
EMIL-0010,0,1,0.0
ESOF-0001,0,1,0.0
AWLA-0001,0,1,0.0
ECEN-0003,0,1,0.0
EURO-0918,0,1,0.0
PCMO-0004,0,1,0.0
CHSC-0001,0,1,0.0
ILFI-0002,0,1,0.0
BBSH-0001,0,1,0.0
SAMU-0115,0,1,0.0
RADO-0235,0,1,0.0
FUJI-0004,0,1,0.0
BEST-0029,0,1,0.0
NAVI-0023,0,1,0.0
BOQI-0002,0,1,0.0
BORK-0002,0,1,0.0
NADC-0082,0,1,0.0
BCPE-0002,0,1,0.0
COFT-0002,0,1,0.0
COLU-0002,0,1,0.0
CEAE-0001,0,1,0.0
ATEL-0027,0,1,0.0
EMIL-0005,0,1,0.0
CHIR-0016,0,1,0.0
MARE-0397,0,1,0.0
TEFN-0008,0,1,0.0
MILA-0038,0,1,0.0
TALL-0001,0,1,0.0
GSYS-0002,0,1,0.0
ITRO-0001,0,1,0.0
DELV-0001,0,1,0.0
DISE-0002,0,1,0.0
HJOZ-0001,0,1,0.0
DOGS-0002,0,1,0.0
DOTN-0001,0,1,0.0
MIRO-2033,0,1,0.0
WAYN-0003,0,1,0.0
ITCO-0008,0,1,0.0
IUJH-0001,0,1,0.0
UBOS-0029,0,1,0.0
LUPE-0004,0,1,0.0
TOMD-0038,0,1,0.0
SMOL-0001,0,1,0.0
EMMB-0002,0,1,0.0
MOND-0012,0,1,0.0
FLEX-0023,0,1,0.0
JARO-0447,0,1,0.0
ENTE-0009,0,1,0.0
NODE-0002,0,1,0.0
GSYS-0001,0,1,0.0
OKEY-0001,0,1,0.0
EURO-0045,0,1,0.0
SPPP-0001,0,1,0.0
FIDI-0002,0,1,0.0
FINC-0005,0,1,0.0
FORE-0012,0,1,0.0
ANTA-0015,0,1,0.0
GART-0003,0,1,0.0
GAST-0001,0,1,0.0
GAVI-0006,0,1,0.0
IQSY-0001,0,1,0.0
GYMN-0007,0,1,0.0
GYMN-0027,0,1,0.0
GYMN-0088,0,1,0.0
GYMN-0053,0,1,0.0
CPSD-0001,0,1,0.0
GULI-0001,0,1,0.0
GYMN-0040,0,1,0.0
GYMN-0081,0,1,0.0
AIAN-0231,0,1,0.0
OSKA-0010,0,1,0.0
CREA-0087,0,1,0.0
DANI-0119,0,1,0.0
OBEC-1399,0,1,0.0
TRAI-0012,0,1,0.0
MIRO-2047,0,1,0.0
JANS-0026,0,1,0.0
KOBA-0008,0,1,0.0
IBSY-0001,0,1,0.0
GOOD-0044,0,1,0.0
IKON-0002,0,1,0.0
MART-0906,0,1,0.0
MRAK-0001,0,1,0.0
INIT-0006,0,1,0.0
INFO-0134,0,1,0.0
INFO-0024,0,1,0.0
CAMP-0023,0,1,0.0
INTE-0341,0,1,0.0
MOPO-0001,0,1,0.0
ROBO-0010,0,1,0.0
ITEI-0001,0,1,0.0
JOMA-0009,0,1,0.0
SECO-0008,0,1,0.0
KAME-0052,0,1,0.0
KOMO-0005,0,1,0.0
OMNI-0044,0,1,0.0
KJFI-0001,0,1,0.0
IMPR-0018,0,1,0.0
OBIA-0020,0,1,0.0
KORA-0006,0,1,0.0
CADI-0004,0,1,0.0
WEBK-0002,0,1,0.0
KRSK-0001,0,1,0.0
AGEN-0027,0,1,0.0
KRAL-0009,0,1,0.0
ZBYN-0002,0,1,0.0
CENT-0231,0,1,0.0
KUKI-0002,0,1,0.0
MARI-1714,0,1,0.0
PAVO-0548,0,1,0.0
KYBE-0004,0,1,0.0
NOVA-0012,0,1,0.0
ARTE-0068,0,1,0.0
RADO-0601,0,1,0.0
SELE-0002,0,1,0.0
UDOV-0007,0,1,0.0
M2TE-0001,0,1,0.0
PETE-4165,0,1,0.0
MAMA-0004,0,1,0.0
MARF-0002,0,1,0.0
MATO-0006,0,1,0.0
MAXI-1000,0,1,0.0
JURA-0145,0,1,0.0
MEDI-0335,0,1,0.0
MEDI-0199,0,1,0.0
STIX-0001,0,1,0.0
META-0156,0,1,0.0
META-0126,0,1,0.0
SLOV-1328,0,1,0.0
MEVI-0006,0,1,0.0
MICH-2072,0,1,0.0
MILE-0039,0,1,0.0
MILK-0008,0,1,0.0
PETR-0169,0,1,0.0
MIVA-0010,0,1,0.0
MJCH-0001,0,1,0.0
MLTI-0001,0,1,0.0
MSOF-0002,0,1,0.0
ORER-0001,0,1,0.0
MARI-1849,0,1,0.0
MRZJ-0002,0,1,0.0
BIGH-0002,0,1,0.0
FINO-0007,0,1,0.0
NATU-0021,0,1,0.0
RROM-0001,0,1,0.0
NEPL-0001,0,1,0.0
PAVO-0456,0,1,0.0
NEXI-0001,0,1,0.0
WEBS-0014,0,1,0.0
NORT-0019,0,1,0.0
NRSY-0001,0,1,0.0
NTEI-0001,0,1,0.0
OBCH-0018,0,1,0.0
KRES-0004,0,1,0.0
AGAT-0004,0,1,0.0
DOWI-0002,0,1,0.0
ORGA-0001,0,1,0.0
OROL-0003,0,1,0.0
RENA-0100,0,1,0.0
PETE-3089,0,1,0.0
SOCI-0022,0,1,0.0
REST-0004,0,1,0.0
PERF-0023,0,1,0.0
PLAN-0003,0,1,0.0
SPIC-0005,0,1,0.0
PREF-0001,0,1,0.0
EMTE-0006,0,1,0.0
PROC-0002,0,1,0.0
PROD-0004,0,1,0.0
PROR-0031,0,1,0.0
PROR-0025,0,1,0.0
PROV-0037,0,1,0.0
RADO-0338,0,1,0.0
QTRI-0001,0,1,0.0
RADD-0001,0,1,0.0
MATO-0018,0,1,0.0
RAME-0001,0,1,0.0
RCSA-0001,0,1,0.0
SCOM-0001,0,1,0.0
GATI-0006,0,1,0.0
UBOM-0703,0,1,0.0
RGTP-0001,0,1,0.0
RHSO-0002,0,1,0.0
METR-0026,0,1,0.0
RMTI-0003,0,1,0.0
CODE-0002,0,1,0.0
ROBM-0002,0,1,0.0
SSLO-0002,0,1,0.0
SAUT-0003,0,1,0.0
TRAI-0004,0,1,0.0
SYZI-0001,0,1,0.0
SEBS-0001,0,1,0.0
SEMI-0013,0,1,0.0
NOVI-0008,0,1,0.0
SKRO-0084,0,1,0.0
RAMB-0001,0,1,0.0
SITN-0002,0,1,0.0
REG-682595,0,1,0.0
COMC-0006,0,1,0.0
PORT-0114,0,1,0.0
IGOR-0035,0,1,0.0
SMJI-0002,0,1,0.0
SNAI-0004,0,1,0.0
SOCI-0010,0,1,0.0
SOFT-0066,0,1,0.0
SOFT-0044,0,1,0.0
SOFT-0079,0,1,0.0
SOLI-0018,0,1,0.0
DOMI-0101,0,1,0.0
SPRI-0002,0,1,0.0
WEBC-0009,0,1,0.0
SPSE-0003,0,1,0.0
STRE-0142,0,1,0.0
ROKO-0006,0,1,0.0
SKYL-0003,0,1,0.0
ELVI-0100,0,1,0.0
SMOT-0001,0,1,0.0
AFFI-0004,0,1,0.0
RETH-0001,0,1,0.0
BRAN-0653,0,1,0.0
TRNA-0015,0,1,0.0
CYPR-0005,0,1,0.0
PSIN-0002,0,1,0.0
TECH-0272,0,1,0.0
TEPE-0005,0,1,0.0
TEXI-0009,0,1,0.0
THEM-0005,0,1,0.0
THIN-0002,0,1,0.0
KUPE-0007,0,1,0.0
SURF-0005,0,1,0.0
JOZE-0042,0,1,0.0
DKTR-0003,0,1,0.0
MICH-1391,0,1,0.0
TRIO-0026,0,1,0.0
TRYS-0002,0,1,0.0
MIRO-0838,0,1,0.0
UNIT-0013,0,1,0.0
UPCS-0002,0,1,0.0
UKOI-0001,0,1,0.0
EMTE-0008,0,1,0.0
USTR-0002,0,1,0.0
PROW-0007,0,1,0.0
GYMN-0025,0,1,0.0
ROKI-0001,0,1,0.0
VENT-0001,0,1,0.0
ADVA-0009,0,1,0.0
VERI-0003,0,1,0.0
VICT-0033,0,1,0.0
VNET-0001,0,1,0.0
ZANI-0002,0,1,0.0
FUTB-0009,0,1,0.0
VHOS-0003,0,1,0.0
COUP-0001,0,1,0.0
SATE-0004,0,1,0.0
BAMA-0006,0,1,0.0
SOLI-0001,0,1,0.0
WEBN-0001,0,1,0.0
SEVE-0020,0,1,0.0
VITK-0001,0,1,0.0
WOOD-0045,0,1,0.0
XAWA-0006,0,1,0.0
VALI-0010,0,1,0.0
PETE-5259,0,1,0.0
ZEXO-0001,0,1,0.0
STRE-0041,0,1,0.0
ZSNP-0001,0,1,0.0
TOTAL,125291,300219,29.44
