domena,ID reg,ID drzitela,Stav domeny,NS1,NS2,NS3,NS4,datum exspiracie
enysstyle.sk,ELBI-0002,ELB-4IBP1504H75D,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.09.2019
epicfail.sk,FAIL-0001,MRIO-0116,OK,ns1.epicfailhosting.sk,ns2.epicfailhosting.sk,,,08.02.2021
epose.sk,ELBI-0002,EPOS-0004,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.02.2020
eqreal.sk,ELBI-0002,ELB-D6U6AKI11REB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.12.2019
ercargo.sk,ELBI-0002,VNET-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,30.06.2019
erdinger.sk,ELBI-0002,ESAT-0004,OK,ns.inetadmin.eu,,,,20.07.2019
erecta.sk,ELBI-0002,ELB-UNXZ4JFW3ZBC,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,08.08.2019
ergang.sk,ISKI-0001,RUDO-0323,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,14.06.2020
erika.sk,ELBI-0002,JARO-0883-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.09.2019
erikamatvi.sk,ELBI-0002,WS-18280,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.02.2020
erikamatvij.sk,ELBI-0002,WS-18280,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.02.2020
erikamatwi.sk,ELBI-0002,WS-18280,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.02.2020
erikamatwij.sk,ELBI-0002,WS-18280,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.02.2020
erlang.sk,ELBI-0002,FRAN-0620,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,11.02.2020
erotickyprivat.sk,ELBI-0002,VKOB-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.04.2020
erox.sk,ELBI-0002,ELB-G62JL3T87TYY,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.01.2020
erp-pokladna.sk,ELBI-0002,ELB-84IMHOC5DU6O,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.09.2019
erpis.sk,ELBI-0002,ELB-IZ0RHN0K7SSN,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.04.2020
erppokladna.sk,ELBI-0002,ELB-C64UVU3R6TPK,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.09.2019
err.sk,ELBI-0002,ELB-19U7EHPZCCD7,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.02.2020
esbelt.sk,ELBI-0002,DINT-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.06.2020
escortslovakia.sk,ELBI-0002,ELB-ZAD42Z043REE,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.10.2019
esgun.sk,ISKI-0001,H592645,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,11.07.2020
esluzby.sk,ISKI-0001,ESOL-0003,OK,ns.forpsi.net,ns.forpsi.us,ns.forpsi.cz,,22.06.2020
etis.sk,ELBI-0002,ETIS-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.09.2019
ette.sk,ISKI-0001,RBER-0644,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,06.06.2020
eureg.sk,ELBI-0002,EURE-0014,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.11.2019
eureggroup.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.08.2019
eureginvestment.sk,ELBI-0002,EURE-0014,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.11.2019
euregjobs.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.08.2019
euregoz.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.08.2019
euregplus.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.08.2019
euro-server.sk,REG-379549,sub_1001399,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,24.09.2019
eurocartour.sk,ELBI-0002,EURO-0210,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.10.2019
euroconsulting.sk,ELBI-0002,EURO-0046,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.04.2020
eurodovolenka.sk,ELBI-0002,ELB-1HWOOGG5FJUS,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,22.11.2019
eurol.sk,ISKI-0001,HART-0014,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,09.06.2020
euromilk.sk,ELBI-0002,EURO-0209-1465,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,20.09.2019
euromilkbackup.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.09.2019
europskaspolocnost.sk,ELBI-0002,VIRT-0023,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,11.02.2020
eurotachograf.sk,ELBI-0002,AUTO-0542-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.09.2019
evalicious.sk,ISKI-0001,FORPSI-S667847,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,12.06.2020
eventparkkarpaty.sk,ELBI-0002,JSWO-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.07.2019
eventsk.sk,ELBI-0002,ELB-1XTS8BHCAHXI,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,30.03.2020
eventualne.sk,ISKI-0001,FORPSI-S653974,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,06.06.2020
everlast.sk,ELBI-0002,LADI-0650-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.11.2019
evijoga.sk,ELBI-0002,ELB-6A66B1Q3BQ3O,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.08.2019
exatatrade.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,30.03.2020
exclusive4kids.sk,ELBI-0002,ELB-L9C4HE3T94RB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.09.2019
exekucna.sk,ELBI-0002,EXEK-0010-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,11.01.2020
exelect.sk,AARI-0002,UMAN-0001,OK,ns.webglobe.sk,ns2.webglobe.sk,ns3.webglobe.sk,,18.11.2019
exoticherbs.sk,ISKI-0001,FORPSI-S636500,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,14.06.2020
exotickedovolenky.sk,ELBI-0002,ELB-CHXX6SSQ0J26,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.12.2019
exsor.sk,ELBI-0002,EXSO-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.04.2020
eyereal.sk,ISKI-0001,EYEI-0001,OK,ns.forpsi.net,ns.forpsi.us,ns.forpsi.cz,,09.07.2020
ezbierka.sk,JOZE-2815,JOZE-1215,OK,ns1.avipro.sk,ns2.avipro.sk,ns3.avipro.sk,,27.12.2020
ezgames.sk,WEBS-0001,WS-65737,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,15.04.2020
eziarovky.sk,ELBI-0002,ELB-BP8DORDFCWRR,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,05.02.2020
fab.sk,ELBI-0002,RBER-0055,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.07.2019
fanda-shop.sk,ISKI-0001,FORPSI-S528271,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,03.06.2020
farebnevinarstvo.sk,ELBI-0002,ELB-ZPKV74YHEZHH,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,11.11.2019
farkov.sk,ELBI-0002,BCDO-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.03.2020
farmafigura.sk,ELBI-0002,ELB-53ZUZBMO72GJ,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,03.05.2020
farmarohovce.sk,ELBI-0002,ELB-UEPZI5VMF4QC,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.07.2019
farnostperes.sk,WEBS-0001,PAVO-0335,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,04.05.2020
fartstudio.sk,ELBI-0002,ELB-F24JSXRF9VC2,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.03.2020
fasadygalbavy.sk,ELBI-0002,AINF-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.07.2019
fascinujucedeti.sk,ELBI-0002,VNET-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,30.03.2020
fc.sk,ELBI-0002,LADI-0650-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.02.2020
fcuk.sk,GRAN-0063CZ,sub_033466,OK,abby.ns.cloudflare.com,aragorn.ns.cloudflare.com,,,16.04.2020
fecik.sk,WEBS-0001,JNFE-0002,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,13.04.2028
federico.sk,ELBI-0002,ELB-P1FHD8MNYS57,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,07.09.2019
fedslovakia.sk,ACTI-0024,A24C-24445,OK,alfa.ns.active24.cz,beta.ns.active24.cz,gama.ns.active24.sk,,13.03.2020
fejes.sk,ELBI-0002,ELB-MS7K3M4RY927,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.08.2019
fejex.sk,ELBI-0002,FEJE-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,30.06.2019
feky.sk,ELBI-0002,MICH-0799,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,22.11.2019
felistirnavia.sk,UXSO-0001,H691253,OK,amit.ns.cloudflare.com,mona.ns.cloudflare.com,,,02.03.2020
femtonet.sk,ELBI-0002,ELB-60WIFZLC569R,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,22.01.2020
feroveprodukty.sk,ELBI-0002,ELB-L8CTMQRU26U7,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.09.2019
ferticent.sk,ELBI-0002,FERT-0003,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.07.2019
festival12.sk,ELBI-0002,FILM-0013,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.09.2019
festivalgo.sk,ELBI-0002,FILM-0013,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.09.2019
fibrenet.sk,ELBI-0002,HEIZ-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,08.12.2019
fighters.sk,ELBI-0002,ELB-XY4UCLPWAPLL,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,29.06.2020
filipfabian.sk,GRAN-0063CZ,SKHO-0001-4143,OK,ns1.skhosting.eu,ns2.skhosting.eu,ns.skhosting.CZ,,14.10.2019
filipglasa.sk,ELBI-0002,FILI-0116,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.01.2020
filipmadunicky.sk,ELBI-0002,ELB-ZFESUHM6X935,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.11.2019
filmeurope.sk,ELBI-0002,FILM-0013,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,12.06.2020
fimas.sk,ELBI-0002,FIMI-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,03.10.2019
fimi.sk,ELBI-0002,VNET-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,16.06.2019
finac.sk,GRAN-0063CZ,sub_696971,OK,ns1.skhosting.eu,ns2.skhosting.eu,ns.skhosting.CZ,,28.04.2020
finalpro.sk,ELBI-0002,ELB-2JTCX6J8SQEV,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.06.2020
financconsulting.sk,ELBI-0002,FINA-0096,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.06.2019
financialdesign.sk,ELBI-0002,FINA-0024,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.11.2019
financniodbornici.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.11.2019
fincollect.sk,ISKI-0001,FORPSI-S628489,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,06.06.2020
finecontechnologies.sk,ISKI-0001,PROI-0004,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,10.06.2020
fire-pro.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.03.2020
firemnebenefity.sk,ELBI-0002,CITY-0063,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,07.07.2019
fires.sk,WEBG-0001,FIRE-0003-3959,OK,ns1.dnsbackup.net,ns2.dnsbackup.net,ns1.nameserver.sk,ns2.nameserver.sk,08.06.2020
firmaefect.sk,ELBI-0002,ELB-SX5OUHK6W0SZ,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.05.2020
firmicka.sk,WEBS-0001,JNFE-0002,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,11.04.2020
fitcity.sk,ELBI-0002,ELB-49U2FWM73WH3,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.04.2020
fithero.sk,ISKI-0001,NEXT-0026,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,12.06.2020
fitkomape.sk,ELBI-0002,ELB-F1RYDAMOEBWK,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,29.05.2020
fitkorestart.sk,ELBI-0002,FITP-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.07.2019
fitplus.sk,ELBI-0002,FITP-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.09.2019
fixo.sk,ZERO-0008,H342955,OK,ns1.zeroone.sk,ns2.zeroone.sk,ns3.zeroone.sk,ns4.zeroone.sk,29.03.2020
fizo.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.01.2020
fk2007.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,16.06.2020
flapjack.sk,ELBI-0002,VNET-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.10.2019
flexaprint.sk,ELBI-0002,FLEX-0034-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.08.2019
flexikancelaria.sk,ELBI-0002,CONS-0059-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.06.2020
flexioffices.sk,ELBI-0002,CONS-0059-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.06.2020
flexiregal.sk,ELBI-0002,MONT-0083,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.01.2020
flextech.sk,ELBI-0002,ELB-SHOQ181765NP,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.03.2020
floo.sk,ELBI-0002,ELB-UWTONOJE4TJE,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.06.2020
florabratislava.sk,ELBI-0002,KULL-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.07.2019
fluf.sk,ELBI-0002,DOTJ-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,01.07.2019
fluff.sk,ELBI-0002,DOTJ-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.06.2019
fluidtechnik.sk,ELBI-0002,FLUI-0006,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,26.09.2020
fly-zone.sk,ELBI-0002,MIRO-1174-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,22.06.2019
fmg-rollen.sk,ELBI-0002,OPOI-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,05.05.2020
focusart.sk,ELBI-0002,FOCU-0005,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,05.11.2019
fogta.sk,ELBI-0002,ROMA-0232-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,01.06.2020
fogtova.sk,ELBI-0002,ROMA-0232-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,01.06.2020
foliatuning.sk,ELBI-0002,XAVE-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.04.2020
fondanka.sk,ELBI-0002,ELB-433INJPRN28Q,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.01.2020
fonteapartmany.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.03.2020
foodfarm.sk,ELBI-0002,FOOD-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,22.09.2019
foodforia.sk,ELBI-0002,NEOS-0007,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.03.2020
foodtechnology.sk,ELBI-0002,VNET-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.06.2019
forfit.sk,ISKI-0001,FORPSI-S667362,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,07.06.2020
formoline.sk,ELBI-0002,STEF-0122,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.05.2020
formulagt.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,10.07.2019
fors-metals.sk,ELBI-0002,FORS-0020,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,11.07.2019
forzatrade.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,08.10.2019
fotojuraj.sk,ELBI-0002,RIKA-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.06.2020
fotonaplatno.sk,ELBI-0002,STEF-0122,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,01.01.2020
fotorovnak.sk,WEBS-0001,WS-4121,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,06.06.2020
fotozahradnicka.sk,ELBI-0002,ELB-H6OKK6OWN1ED,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,26.09.2019
foxstyle.sk,GRAN-0063CZ,sub_1025524,OK,ns1.thinline.cz,ns2.thinline.cz,ns3.cesky-hosting.eu,,16.09.2019
framework.sk,WEBS-0001,JNFE-0002,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,04.09.2019
frastacania.sk,ELBI-0002,DOTJ-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.10.2019
fraxiparine.sk,ISKI-0001,WEMA-0002,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,12.07.2019
free-life.sk,ELBI-0002,ELB-IASE4EMSQTAT,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.02.2020
freevps.sk,WEBS-0001,WS-36559,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,11.08.2019
freeweb.sk,WEBS-0001,WEBS-0001,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,10.03.2020
frescazmrzlina.sk,ISKI-0001,FORPSI-S9965,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,05.06.2020
freshbaujunior.sk,ELBI-0002,ELB-QMJ1615RIFU3,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.06.2020
fricup.sk,WEBG-0001,WY-104465,OK,ns1.trailslash.com,ns2.trailslash.com,ns3.trailslash.com,ns4.trailslash.com,14.09.2019
friends.sk,ELBI-0002,MIRO-1414,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.12.2019
fuladevelopment.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.08.2019
fulareality.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.01.2020
furmenta.sk,ELBI-0002,MARO-0215-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,05.03.2020
futurama.sk,ELBI-0002,ELB-XFIQ9235BLA1,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.03.2020
g3.sk,GRAN-0063CZ,TIBO-0065-4143,OK,ns.bitfire.sk,ns2.bitfire.sk,,,22.09.2019
gaborgal.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.10.2019
gabrieloz.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,22.09.2019
gajdosi.sk,ISKI-0001,FORPSI-S667269,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,13.06.2020
galbavy.sk,WEBS-0001,ONEJ-0301,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,31.10.2019
galerialimes.sk,ELBI-0002,PROA-0029,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,21.09.2019
galgabor.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.10.2019
galia.sk,ELBI-0002,KARO-0052-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.05.2020
galinski.sk,GRAN-0063CZ,sub_1029263,OK,ns1.skhosting.eu,ns2.skhosting.eu,ns.skhosting.CZ,,25.05.2020
galleriabetliar.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.12.2019
gam.sk,ELBI-0002,VLAD-1231,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,29.06.2019
gamedev.sk,ELBI-0002,ELB-A6FV3K2AG631,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,30.07.2019
gamicomp.sk,WEBG-0001,GAMI-0008,OK,ns.webglobe.sk,ns2.webglobe.sk,ns3.webglobe.sk,,07.02.2020
gaoke.sk,REG-379549,PCPR-0999,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,19.12.2019
garazovna.sk,ELBI-0002,ELB-VOK9I1J09P1Z,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.07.2019
gardenkomplex.sk,ELBI-0002,ELB-0WBICYXJQ6BW,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.07.2019
garlen.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.01.2020
gartensta.sk,ISKI-0001,FORPSI-S634964,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,31.05.2020
gas-centrum.sk,ELBI-0002,SIMS-0006,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,17.03.2020
gasbb.sk,ELBI-0002,H386827,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,01.10.2019
gastrods.sk,ELBI-0002,ELB-KFIHO74C9862,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.08.2019
gastrohanakovic.sk,ELBI-0002,MIRO-1174-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.04.2020
gatkovo.sk,ELBI-0002,ELB-HNCHL4EBIXQW,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.02.2020
gave.sk,ELBI-0002,GAVE-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,08.11.2019
gayshop.sk,ISKI-0001,EUME-0001,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,10.07.2020
gdpr123.sk,ELBI-0002,ELB-0ID5265C1ZCG,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,22.12.2019
gejdos-jan.sk,ELBI-0002,ELB-SBEM2M6HUWQV,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,22.07.2019
gelle.sk,ELBI-0002,OBEC-1321,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.01.2020
gemeran.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.09.2019
gencur.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.04.2020
generacnavymena.sk,ELBI-0002,WS-18280,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.02.2020
genko.sk,ELBI-0002,STEF-0122,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.01.2020
geodethavlik.sk,ELBI-0002,PETE-3463,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.01.2020
geored.sk,ELBI-0002,GEOR-0041,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.01.2020
