domena,ID reg,ID drzitela,Stav domeny,NS1,NS2,NS3,NS4,datum exspiracie
0-24.sk,WEBG-0001,WY-104547,OK,ns.webglobe.sk,ns2.webglobe.sk,ns3.webglobe.sk,,27.10.2020
007cal.sk,WEBS-0001,WS-62716,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,04.06.2020
007calendar.sk,WEBS-0001,H738469,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,06.06.2020
0902203500.sk,WEBG-0001,PETE-2777,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,02.11.2020
09xy.sk,WEBG-0001,ALL4-0004,OK,norm.ns.cloudflare.com,sara.ns.cloudflare.com,,,19.02.2021
1-2-3-ubytovanie.sk,ISKI-0001,123U-0001-4623,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,19.07.2020
1-5izbovybyt.sk,ISKI-0001,PAVE-0077,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,10.08.2020
1001.sk,WEBS-0001,MARI-0757,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,06.11.2020
100bon.sk,WEBS-0001,WS-3631,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,16.06.2020
100ceskoslovensko.sk,ISKI-0001,NROD-0052,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,07.11.2020
100csr.sk,ISKI-0001,NROD-0052,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,07.11.2020
100matolog.sk,WEBS-0001,WS-17683,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,01.11.2020
100percentzovocia.sk,ISKI-0001,MPEX-0002,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,18.08.2020
100rokov-ceskoslovenska.sk,ISKI-0001,NROD-0052,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,07.11.2020
100rokov-meny.sk,ISKI-0001,NROD-0052,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,15.10.2020
100stefanik.sk,ISKI-0001,NROD-0052,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,20.11.2020
100vyrocie-ceskoslovenska.sk,ISKI-0001,NROD-0052,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,07.11.2020
100vyrociecsr.sk,ISKI-0001,NROD-0052,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,07.11.2020
10bodovppc.sk,WEBS-0001,WS-68519,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,05.10.2020
116000.sk,WEBS-0001,WS-47669,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,09.05.2020
11jedna.sk,ISKI-0001,FORPSI-S498639,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,18.09.2020
1203minibus.sk,ELBI-0002,ELB-MEQGK1MIHWJ6,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.06.2020
1221.sk,WEBS-0001,WS-19814,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,02.11.2020
1224.sk,WEBG-0001,SOSI-0001,OK,ns1.dnsbackup.net,ns2.dnsbackup.net,ns1.nameserver.sk,ns2.nameserver.sk,28.09.2020
123inzerat.sk,WEBG-0001,RADO-0077,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,28.10.2020
123jobs.sk,ISKI-0001,FORPSI-S613311,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,22.10.2020
123klik.sk,WEBS-0001,WS-4472,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,14.05.2020
123paintball.sk,ISKI-0001,EDEN-0006,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,18.08.2020
123shop.sk,WEBS-0001,WS-45877,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,05.05.2020
123u.sk,ISKI-0001,123U-0001-4623,OK,ns1.123u.sk,ns2.123u.sk,,,16.08.2020
123ubytko.sk,ISKI-0001,123U-0001-4623,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,18.10.2020
123vinyl.sk,ISKI-0001,SPAC-0003,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,13.11.2020
123zorbing.sk,ISKI-0001,EDEN-0006,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,18.08.2020
127-0-0-1.sk,WEBS-0001,WS-41427,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,17.02.2020
1337.sk,WEBS-0001,WS-5066,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,04.12.2019
13detail.sk,WEBS-0001,WS-67163,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,11.05.2020
1500.sk,ISKI-0001,FORPSI-S617523,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,13.07.2020
15tykrok.sk,WEBS-0001,WS-71285,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,29.07.2020
17teen.sk,ISKI-0001,FORPSI-S669217,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,02.07.2020
18123.sk,ELBI-0002,ELB-O7C37EQT6LW2,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.11.2020
18f6746c.sk,WEBS-0001,WS-66216,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,24.04.2020
19hole.sk,WEBS-0001,WS-66260,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,25.04.2020
1day.sk,ISKI-0001,1DAY-0001-4623,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,14.10.2021
1home.sk,ELBI-0002,BLUE-0057,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.08.2020
1manshop.sk,ISKI-0001,FORPSI-S668608,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,23.06.2020
1n-bag.sk,ISKI-0001,FORPSI-S667568,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,10.06.2020
1sfc.sk,ISKI-0001,FINP-0004-4623,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,06.11.2020
1sn.sk,WEBS-0001,WS-34174,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,01.11.2020
2-5izbovybyt.sk,ISKI-0001,PAVE-0077,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,10.08.2020
2020production.sk,ISKI-0001,FORPSI-S676250,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,01.10.2020
2020volby.sk,WEBS-0001,WS-62547,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,21.10.2020
2021.sk,WEBS-0001,WS-5695,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,18.11.2020
21krokov.sk,WEBS-0001,WS-32379,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,19.07.2020
21web.sk,WEBS-0001,WS-70296,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,09.07.2020
232architekti.sk,WEBS-0001,WS-69202,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,28.09.2020
238.sk,WEBS-0001,WS-71605,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,03.08.2020
2454.sk,WEBS-0001,WS-76130,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,22.10.2020
247.sk,WEBS-0001,MAZK-0001,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,15.06.2020
24mtbikejam.sk,ELBI-0002,JSWO-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.01.2020
24plus.sk,WEBS-0001,WS-21979,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,01.11.2020
24video.sk,ISKI-0001,FORPSI-S610352,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,08.08.2020
255.sk,WEBS-0001,WS-40007,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,10.05.2020
26tyzdnov.sk,WEBS-0001,WS-21728,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,06.07.2020
28-06-2014.sk,WEBS-0001,LGAA-68497,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,11.03.2020
2cosmetics.sk,WEBG-0001,WY-111497,OK,ns1.wy.sk,ns2.wy.sk,ns1.wydns.net,ns2.wydns.net,30.06.2020
2ems.sk,WEBS-0001,WS-68820,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,10.06.2020
2go.sk,WEBS-0001,WS-50175,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,29.03.2020
2hats.sk,WEBS-0001,WS-59852,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,13.06.2020
2help.sk,WEBS-0001,WS-22384,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,15.04.2020
2impress.sk,ELBI-0002,ELB-VMLO92VB3RWR,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.04.2020
2ip.sk,ELBI-0002,ELB-20PBF6S6ZAZQ,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.04.2020
2izbovydom.sk,ISKI-0001,PAVE-0077,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,24.10.2020
2mclub.sk,WEBS-0001,WS-4044,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,24.10.2020
2mpro.sk,WEBS-0001,WS-43424,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,10.06.2020
2msk.sk,ISKI-0001,FORPSI-S640943,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,07.08.2021
2muse.sk,WEBG-0001,MICH-1340-3959,OK,ns.webglobe.sk,ns2.webglobe.sk,ns3.webglobe.sk,,26.10.2020
2mvstav.sk,WEBS-0001,WS-25933,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,01.11.2020
2objet.sk,ISKI-0001,BIBU-0002,OK,ns.forpsi.net,ns.forpsi.us,ns.forpsi.cz,,26.02.2020
2positive.sk,WEBS-0001,WS-15036,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,08.04.2020
2senses.sk,ISKI-0001,FORPSI-S567315,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,05.08.2020
2sessions.sk,WEBS-0001,WRIP-18958,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,10.11.2020
2sheeps.sk,WEBS-0001,WS-16049,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,10.05.2020
2sis.sk,WEBG-0001,WY-112233,OK,ns1.wy.sk,ns2.wy.sk,ns1.wydns.net,ns2.wydns.net,17.04.2024
2step.sk,WEBS-0001,MART-0261,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,13.11.2020
2suits.sk,WEBS-0001,WS-10091,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,16.07.2020
2you.sk,ELBI-0002,INFO-0074-1465,OK,ns.inetadmin.cz,ns.inetadmin.eu,ns.inetadmin.sk,,06.02.2020
3-5izbovybyt.sk,ISKI-0001,PAVE-0077,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,10.08.2020
321go.sk,ISKI-0001,FORPSI-S430264,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,10.07.2020
360globalfit.sk,ISKI-0001,FORPSI-S12921,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,06.09.2020
360globalfitnessshop.sk,ISKI-0001,FORPSI-S12921,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,06.09.2020
365club.sk,WEBS-0001,WS-3524,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,30.05.2020
366.sk,WEBS-0001,WS-10612,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,30.07.2020
366bank.sk,WEBS-0001,WS-10612,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,30.07.2020
366banka.sk,WEBS-0001,WS-10612,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,30.07.2020
369.sk,WEBS-0001,WS-34530,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,04.11.2020
38atypical.sk,WEBS-0001,38AT-134341,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,05.11.2020
39tyzdnov6dni.sk,WEBS-0001,WS-22224,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,06.11.2020
3a.sk,WEBS-0001,3AIN-0001-4025,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,11.11.2020
3arch.sk,WEBS-0001,WS-7592,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,08.11.2020
3d4me.sk,WEBS-0001,WS-63964,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,05.11.2020
3dbaner.sk,WEBS-0001,WS-71197,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,01.08.2020
3dforplanet.sk,WEBS-0001,WS-66776,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,04.05.2020
3dfotky.sk,DIGI-0100,H424951,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,05.12.2019
3dlampy.sk,ISKI-0001,FORPSI-S612017,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,13.09.2020
3dmultimode.sk,ISKI-0001,FORPSI-S493460,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,21.10.2020
3dpanely.sk,WEBS-0001,WS-62522,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,14.05.2021
3ds.sk,ISKI-0001,FORPSI-S613570,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,10.10.2020
3dsailor.sk,WEBS-0001,WS-67973,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,26.05.2020
3dshape.sk,WEBS-0001,WS-71344,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,29.07.2020
3dsmile.sk,ELBI-0002,BLUE-0057,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.07.2020
3dtlac.sk,ISKI-0001,BIBU-0002,OK,ns.forpsi.net,ns.forpsi.us,ns.forpsi.cz,,11.10.2021
3dtlaciarne.sk,ISKI-0001,BIBU-0002,OK,ns.forpsi.net,ns.forpsi.us,ns.forpsi.cz,,26.02.2020
3duby.sk,WEBS-0001,WS-45133,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,27.06.2020
3dworkspace.sk,ISKI-0001,FORPSI-S57391,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,18.10.2020
3f.sk,WEBS-0001,3FIN-0001-4025,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,08.11.2020
3galeria.sk,WEBG-0001,JNBT-0001,OK,ns1.nic.sk,ns2.nic.sk,ns3.nic.sk,ns4.nic.sk,04.11.2020
3hstudio.sk,WEBS-0001,WS-70175,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,08.07.2020
3izbovydom.sk,ISKI-0001,PAVE-0077,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,24.10.2020
3log.sk,ISKI-0001,3EDU-0001,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,12.10.2020
3mpasky.sk,WEBS-0001,WS-12502,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,10.11.2020
3mt.sk,WEBG-0001,TNTR-0002,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,13.10.2020
3nc.sk,WEBS-0001,WS-59187,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,12.11.2020
3nreal.sk,WEBS-0001,WS-61674,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,11.06.2020
3onreal.sk,WEBS-0001,WS-66184,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,24.04.2020
3plereality.sk,WEBS-0001,WS-76225,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,23.10.2020
3pub.sk,WEBS-0001,WS-76407,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,26.10.2020
3px.sk,ELBI-0002,ELB-0KR23FT3J8VP,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.11.2019
3sc.sk,WEBS-0001,WS-62665,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,08.06.2020
3signa-zliatky-mince.sk,ISKI-0001,3SIG-0001,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,06.11.2020
3signa.sk,ISKI-0001,3SIG-0001,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,27.06.2020
3sk.sk,ISKI-0001,3SKI-0002,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,18.07.2020
3vmedia.sk,WEBS-0001,WS-67198,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,13.05.2020
4-box.sk,ISKI-0001,FORPSI-S627716,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,25.10.2020
4-music.sk,WEBS-0001,WS-4044,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,24.10.2020
47rfm.sk,WEBG-0001,MAKO-0004-3959,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,31.10.2020
4box.sk,ISKI-0001,FORPSI-S627716,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,25.10.2020
4citiestournament.sk,WEBS-0001,WS-2756,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,16.05.2020
4core.sk,ISKI-0001,FORPSI-S676585,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,04.10.2020
4dog.sk,WEBS-0001,WS-50156,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,29.04.2020
4english.sk,ELBI-0002,VNET-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.10.2020
4gamer.sk,WEBS-0001,WS-67329,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,15.05.2020
4gay.sk,ISKI-0001,EUME-0001,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,16.10.2020
4gliding.sk,ISKI-0001,FORPSI-S201639,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,14.09.2020
4happy.sk,ISKI-0001,FORPSI-S607817,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,04.06.2020
4help.sk,WEBS-0001,WS-22384,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,15.04.2020
4homesk.sk,ISKI-0001,FORPSI-S658520,OK,ns1.shoptet.cz,ns2.shoptet.cz,,,21.10.2020
4hopa.sk,WEBG-0001,DVEB-0001-3959,OK,ns.webglobe.sk,ns2.webglobe.sk,ns3.webglobe.sk,,10.11.2020
4kclub.sk,WEBS-0001,WS-51860,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,16.04.2020
4lax.sk,ISKI-0001,FORPSI-S511711,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,25.10.2020
4leaders.sk,WEBS-0001,WS-60929,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,17.07.2020
4living.sk,WEBS-0001,WS-41245,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,09.07.2020
4music.sk,WEBS-0001,WS-26423,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,27.10.2020
4nite.sk,ISKI-0001,FORPSI-S325435,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,20.09.2020
4phone.sk,ISKI-0001,PPSH-0001,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,25.10.2020
4plus1.sk,ISKI-0001,FORPSI-S190280,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,21.09.2020
4pool.sk,ISKI-0001,FORPSI-S676993,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,10.10.2020
4rest.sk,WEBS-0001,WS-66031,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,30.04.2020
4rka.sk,ISKI-0001,FORPSI-S593606,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,24.06.2020
4sage.sk,WEBS-0001,WS-56452,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,15.11.2020
4save.sk,ELBI-0002,ELB-XKWF21D0DVQ5,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.02.2020
4sf-pro.sk,ISKI-0001,FORPSI-S674220,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,04.09.2020
4sfpro.sk,ISKI-0001,FORPSI-S674220,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,04.09.2020
4website.sk,WEBS-0001,WS-71843,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,07.08.2020
4works.sk,ISKI-0001,H398085,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,22.11.2020
4ww.sk,WEBS-0001,WS-71174,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,25.07.2020
54aaa193.sk,WEBS-0001,WS-66216,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,27.04.2020
5d-cinema-maxim.sk,ISKI-0001,H395475,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,08.11.2020
5d-kino-maxim.sk,ISKI-0001,H395475,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,08.11.2020
5d-kino.sk,ISKI-0001,H395475,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,08.11.2020
5dcinemamaxim.sk,ISKI-0001,H395475,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,20.10.2020
5dkinokracunovce.sk,ISKI-0001,ALMI-0010,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,03.10.2020
5dkinomaxim.sk,ISKI-0001,H395475,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,20.10.2020
5hosting.sk,ISKI-0001,FORPSI-S676090,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,28.09.2020
5kcrazy.sk,ISKI-0001,MEDI-0531,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,19.08.2020
5kfun.sk,ISKI-0001,MEDI-0531,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,19.08.2020
5ko.sk,ISKI-0001,PETE-0782,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,28.09.2020
6sense.sk,ELBI-0002,ELB-PR7X4CNJ4ASP,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,16.05.2020
711shopzone.sk,WEBG-0001,PNEU-0001,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,22.11.2020
77dovodov.sk,WEBS-0001,WS-33875,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,16.11.2020
77even.sk,WEBS-0001,MVAR-0001,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,31.10.2020
7spa.sk,ELBI-0002,HLBO-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.07.2020
7steps.sk,WEBS-0001,WS-60492,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,09.04.2020
8020.sk,WEBS-0001,WS-71374,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,30.07.2020
87stars.sk,WEBS-0001,WS-37508,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,18.05.2020
90dni.sk,WEBS-0001,WS-26154,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,10.08.2020
9gag.sk,ELBI-0002,ATLASIA-IE,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.12.2019
a-domus.sk,WEBG-0001,ADOM-0004,OK,ns1.dnsbackup.net,ns2.dnsbackup.net,ns1.nameserver.sk,ns2.nameserver.sk,28.10.2020
a-drive.sk,WEBS-0001,WS-13808,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,18.05.2020
a-repko.sk,ELBI-0002,ANTO-0339,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.04.2027
a-sms.sk,WEBS-0001,MSIN-0006-4025,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,09.11.2020
a-zcarpartner.sk,WEBS-0001,WS-71401,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,30.07.2020
a21.sk,WEBG-0001,A21R-0001,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,11.10.2020
a2e.sk,WEBS-0001,WS-55995,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,07.11.2020
a3design.sk,ELBI-0002,A3DE-0004,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.11.2019
a7rooms.sk,WEBS-0001,CERV-133991,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,29.10.2020
aa2c.sk,ISKI-0001,FORPSI-S671019,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,31.07.2020
aa4c.sk,ISKI-0001,FORPSI-S671019,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,31.07.2020
aa4k.sk,ISKI-0001,FORPSI-S671019,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,29.07.2021
aaaautouver.sk,WEBS-0001,WS-68235,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,30.05.2020
aaageodet.sk,WEBS-0001,AAAG-0001-4025,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,14.11.2020
aaazahradnydizajn.sk,ISKI-0001,FORPSI-S642208,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,22.08.2020
aacosmetic.sk,WEBS-0001,WS-40446,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,18.06.2020
aahportal.sk,WEBS-0001,WS-47307,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,06.11.2020
