date,WEBS-0001,WEBG-0001,ACTI-0024,INCZ-0001,WEBH-0001,OTHERS
2022-01-02,96180,13114,17154,10170,19867,12497
2022-01-03,96187,13111,17157,10182,19871,12488
2022-01-04,96217,13104,17156,10192,19871,12490
2022-01-05,96259,13106,17165,10193,19875,12501
2022-01-07,96253,13098,17148,10201,19889,12499
2022-01-08,96253,13095,17147,10200,19886,12503
2022-01-09,96251,13083,17138,10195,19880,12497
2022-01-10,96268,13080,17145,10198,19882,12490
2022-01-11,96315,13089,17143,10199,19894,12493
2022-01-12,96354,13084,17149,10204,19891,12526
2022-01-13,96402,13071,17156,10211,19886,12534
2022-01-14,96405,13064,17147,10217,19895,12541
2022-01-15,96444,13066,17148,10211,19894,12563
2022-01-16,96416,13059,17142,10200,19886,12558
2022-01-17,96370,13057,17140,10206,19881,12551
2022-01-18,96432,13052,17148,10200,19883,12558
2022-01-19,96525,13045,17149,10199,19884,12580
2022-02-11,97318,13005,17173,10256,19890,12790
2022-02-12,97320,13001,17165,10258,19891,12806
2022-02-13,97302,13000,17158,10246,19882,12819
2022-02-14,97313,12991,17165,10242,19863,12819
2022-02-15,97365,12997,17173,10245,19860,12829
2022-02-16,97419,12993,17183,10245,19875,12851
2022-02-17,97429,12996,17185,10235,19897,12852
2022-02-18,97486,12994,17186,10229,19888,12872
2022-02-19,97501,12992,17198,10223,19881,12875
2022-02-20,97483,12995,17206,10226,19877,12876
2022-02-21,97472,12991,17197,10221,19886,12887
2022-02-22,97527,12999,17212,10224,19882,12906
2022-02-23,97558,13014,17224,10220,19875,12894
2022-02-24,97602,13014,17238,10216,19882,12886
2022-02-25,97631,13008,17226,10211,19880,12880
2022-02-26,97642,13000,17227,10211,19872,12858
2022-02-27,97616,12996,17230,10208,19865,12849
2022-02-28,97625,12998,17222,10203,19858,12848
2022-03-01,97642,12998,17209,10200,19854,12902
2022-03-02,97676,12997,17211,10205,19857,12897
2022-03-03,97672,13003,17217,10210,19818,12917
2022-03-04,97684,13006,17218,10213,19813,12879
2022-03-05,97709,13002,17214,10207,19800,12883
2022-03-06,97673,13000,17208,10214,19790,12897
2022-03-07,97665,12989,17198,10209,19786,12889
2022-03-08,97723,12992,17219,10208,19768,12893
2022-03-09,97751,13000,17202,10213,19773,12887
2022-03-10,97791,13000,17200,10212,19775,12899
2022-03-11,97807,12994,17202,10201,19780,12896
2022-03-12,97839,12988,17201,10198,19778,12899
2022-03-13,97799,12986,17199,10202,19770,12906
2022-03-14,97776,12985,17184,10203,19762,12820
2022-03-15,97810,12983,17179,10215,19754,12830
2022-03-16,97850,12982,17173,10219,19751,12827
2022-03-17,97874,12985,17165,10224,19744,12829
2022-03-18,97891,12984,17151,10231,19742,12830
2022-03-19,97916,12990,17150,10228,19738,12845
2022-03-20,97880,12988,17140,10223,19729,12835
2022-03-21,97900,12981,17130,10222,19721,12825
2022-03-22,97938,12972,17135,10236,19717,12854
2022-03-23,97968,12972,17021,10230,19701,12859
2022-03-24,97983,12969,17025,10231,19697,12869
2022-03-25,97993,12974,17025,10343,19685,12868
2022-03-26,98013,12984,17008,10336,19684,12873
2022-03-27,97993,12981,17007,10329,19674,12875
2022-03-28,97995,12978,16999,10319,19675,12872
2022-03-29,98023,12983,16982,10326,19679,12877
2022-03-30,98016,12982,16994,10329,19677,12873
2022-03-31,98038,12980,16987,10330,19672,12870
2022-04-01,98054,12982,16972,10323,19683,12886
2022-04-02,98126,12976,16963,10321,19677,12890
2022-04-03,98108,12979,16964,10318,19662,12900
2022-04-04,98118,12971,16962,10318,19653,12907
2022-04-05,98154,12969,16953,10314,19659,12922
2022-04-06,98195,12976,16953,10321,19657,12922
2022-04-07,98219,12975,16953,10316,19649,12932
2022-04-08,98241,12982,16950,10321,19652,12932
2022-04-09,98262,12973,16950,10326,19655,12947
2022-04-10,98252,12964,16949,10327,19644,12944
2022-04-11,98233,12956,16940,10323,19636,12972
2022-04-12,98276,12947,16947,10331,19616,13009
2022-04-13,98292,12952,16949,10330,19624,13028
2022-04-14,98326,12944,16937,10326,19630,13021
2022-04-15,98341,12947,16931,10321,19626,13023
2022-04-16,98328,12946,16931,10321,19630,13010
2022-04-17,98299,12944,16932,10318,19616,13009
2022-04-18,98270,12941,16926,10316,19606,13000
2022-04-19,98280,12931,16933,10318,19607,12999
2022-04-20,98298,12931,16930,10323,19617,12989
2022-04-21,98348,12935,16940,10324,19625,12994
2022-04-22,98355,12940,16949,10323,19623,13002
2022-04-23,98378,12941,16946,10324,19620,13018
2022-04-24,98350,12941,16938,10315,19617,13028
2022-04-25,98350,12933,16949,10315,19599,13035
2022-04-26,98417,12938,16956,10317,19614,13055
2022-04-27,98429,12942,16948,10316,19611,13069
2022-04-28,98469,12944,16951,10315,19618,13084
2022-04-29,98495,12941,16952,10312,19606,13083
2022-04-30,98485,12949,16950,10308,19596,13087
2022-05-01,98475,12951,16936,10296,19586,13167
2022-05-02,98474,12948,16933,10299,19586,13172
2022-05-03,98543,12947,16930,10305,19600,13169
2022-05-04,98536,12938,16936,10308,19603,13167
2022-05-05,98589,12939,16931,10310,19604,13172
2022-05-06,98609,12950,16926,10306,19606,13205
2022-05-07,98621,12943,16914,10308,19595,13208
2022-05-08,98615,12941,16907,10298,19588,13209
2022-05-09,98622,12946,16908,10296,19584,13213
2022-05-10,98674,12957,16933,10304,19579,13220
2022-05-11,98715,12959,16931,10303,19581,13203
2022-05-12,98748,12950,16929,10303,19571,13198
2022-05-13,98740,12952,16932,10306,19572,13195
2022-05-14,98747,12951,16925,10301,19574,13204
2022-05-15,98718,12931,16923,10294,19564,13237
2022-05-16,98698,12930,16928,10285,19549,13244
2022-05-17,98750,12940,16930,10295,19570,13249
2022-05-18,98548,12946,16923,10309,19564,13498
2022-05-19,98567,12948,16932,10317,19595,13550
2022-05-20,98591,12944,16929,10339,19602,13546
2022-05-21,98604,12945,16925,10336,19650,13556
2022-05-22,98570,12944,16926,10333,19635,13555
2022-05-23,98566,12939,16927,10342,19631,13553
2022-05-24,98638,12933,16927,10348,19620,13558
2022-05-25,98660,12932,16935,10340,19601,13562
2022-05-26,98687,12938,16926,10342,19598,13555
2022-05-27,98678,12942,16929,10332,19576,13556
2022-05-28,98691,12948,16918,10335,19571,13570
2022-05-29,98669,12942,16908,10329,19569,13568
2022-05-30,98664,12929,16896,10320,19572,13574
2022-05-31,98716,12938,16912,10326,19573,13598
2022-06-01,98741,12935,16920,10328,19555,13644
2022-06-02,98777,12933,16935,10327,19557,13641
2022-06-03,98801,12936,16939,10329,19560,13642
2022-06-04,98787,12928,16939,10340,19547,13648
2022-06-05,98771,12924,16932,10331,19533,13651
2022-06-06,98763,12920,16930,10327,19537,13650
2022-06-07,98832,12926,16940,10322,19546,13649
2022-06-08,98873,12935,16951,10319,19521,13665
2022-06-09,98920,12938,16943,10313,19518,13670
2022-06-10,98961,12943,16951,10312,19522,13686
2022-06-11,98974,12934,16954,10304,19525,13689
2022-06-12,98962,12920,16957,10300,19518,13685
2022-06-13,98949,12913,16957,10301,19514,13670
2022-06-14,99005,12917,16961,10306,19501,13690
2022-06-15,99058,12921,16969,10316,19510,13692
2022-06-16,99117,12916,16963,10330,19501,13690
2022-06-17,99148,12926,16965,10337,19501,13694
2022-06-18,99170,12926,16970,10332,19497,13706
2022-06-19,99129,12921,16973,10323,19486,13705
2022-06-20,99125,12913,16974,10325,19481,13703
2022-06-21,99174,12912,16976,10331,19486,13725
2022-06-22,99189,12921,16994,10333,19484,13733
2022-06-23,99223,12919,16989,10331,19493,13740
2022-06-24,99248,12921,16974,10326,19493,13773
2022-06-25,99259,12923,16971,10318,19488,13785
2022-06-26,99227,12923,16966,10313,19434,13796
2022-06-27,99212,12917,16964,10305,19427,13791
2022-06-28,99249,12925,16956,10307,19428,13808
2022-06-29,99294,12921,16946,10311,19429,13818
2022-06-30,99299,12919,16941,10316,19419,13830
2022-07-01,99309,12929,16937,10322,19422,13887
2022-07-02,99330,12925,16941,10323,19425,13882
2022-07-03,99294,12925,16934,10325,19426,13884
2022-07-04,99256,12916,16938,10327,19413,13884
2022-07-05,99285,12917,16937,10328,19374,13877
2022-07-06,99315,12919,16937,10323,19378,13875
2022-07-07,99341,12920,16935,10322,19372,13874
2022-07-08,99371,12930,16934,10330,19393,13891
2022-07-09,99371,12928,16936,10337,19388,13905
2022-07-10,99340,12925,16932,10334,19388,13905
2022-07-11,99353,12917,16929,10334,19361,13906
2022-07-12,99393,12921,16926,10345,19364,13915
2022-07-13,99424,12931,16930,10348,19364,13918
2022-07-14,99461,12926,16934,10337,19365,13910
2022-07-15,99470,12922,16949,10341,19352,13917
2022-07-16,99481,12913,16945,10340,19359,13918
2022-07-17,99466,12904,16937,10341,19356,13906
2022-07-18,99451,12896,16936,10339,19355,13905
2022-07-28,99659,12914,16907,10351,19354,13935
2022-07-29,99667,12912,16930,10352,19350,13927
2022-07-30,99705,12924,16920,10360,19313,13940
2022-07-31,99686,12925,16913,10357,19310,13934
2022-08-01,99648,12920,16906,10355,19302,13956
2022-08-02,99706,12926,16907,10361,19310,13960
2022-08-03,99740,12930,16909,10365,19316,13965
2022-08-04,99755,12927,16924,10380,19321,13968
2022-08-05,99754,12931,16937,10383,19323,13972
2022-08-06,99791,12935,16934,10388,19322,13969
2022-08-07,99770,12937,16934,10382,19314,13966
2022-08-08,99749,12929,16940,10386,19311,13972
2022-08-09,99806,12937,16928,10399,19288,13983
2022-08-10,99835,12945,16932,10407,19285,13987
2022-08-11,99873,12947,16938,10411,19286,13989
2022-08-12,99911,12950,16932,10414,19284,13995
2022-08-13,99910,12951,16936,10413,19278,13996
2022-08-14,99881,12947,16931,10411,19277,13993
2022-08-15,99863,12945,16921,10415,19279,13994
2022-08-16,99916,12945,16938,10413,19277,13994
2022-08-17,100000,12950,16941,10411,19261,13994
2022-08-18,100015,12945,16947,10411,19270,14007
2022-08-19,100037,12947,16949,10409,19272,14014
2022-08-20,100044,12951,16953,10416,19281,14019
2022-08-21,100003,12954,16951,10411,19281,14021
2022-08-22,100007,12953,16941,10405,19278,14018
2022-08-23,100073,12954,16952,10411,19265,14023
2022-08-24,100121,12963,16967,10417,19265,14016
2022-08-25,100141,12971,16977,10418,19264,14037
2022-08-26,100140,12975,16993,10427,19269,14020
2022-08-28,100187,12970,16962,10424,19246,14080
2022-08-29,100157,12970,16959,10413,19236,14098
2022-08-30,100167,12971,16960,10415,19234,14106
2022-08-31,100200,12972,16961,10424,19236,14111
2022-09-01,100242,12968,16963,10428,19218,14118
2022-09-02,100232,12971,16968,10435,19211,14120
2022-09-03,78056,10322,13476,8241,15017,11004
2022-09-04,100202,12972,16950,10439,19212,14111
2022-09-05,100193,12975,16953,10426,19202,14115
2022-09-06,100233,12981,16955,10425,19214,14129
2022-09-07,100263,12984,16966,10428,19198,14139
2022-09-08,100321,12985,16970,10441,19207,14160
2022-09-09,100377,12992,16967,10448,19224,14166
2022-09-10,100405,12990,16958,10447,19224,14173
2022-09-11,100404,12992,16952,10443,19218,14175
2022-09-12,100410,12992,16953,10446,19206,14190
2022-09-13,100474,12997,16947,10452,19194,14188
2022-09-14,100525,12994,16940,10446,19191,14199
2022-09-15,100574,12995,16946,10438,19187,14195
2022-09-16,100638,12992,16889,10439,19178,14202
2022-09-17,100662,12994,16739,10437,19179,14196
2022-09-18,100636,12989,16729,10432,19163,14201
2022-09-19,100641,12992,16729,10425,19156,14210
2022-09-20,100727,13001,16729,10421,19164,14209
2022-09-22,100827,13011,16733,10410,19174,14161
2022-09-23,100868,13018,16925,10411,19188,14148
2022-09-24,100862,13029,16922,10406,19192,14145
2022-09-25,100855,13032,16909,10398,19167,14140
2022-09-26,100853,13036,16909,10401,19149,14145
2022-09-27,100943,13028,16912,10394,19146,14153
2022-09-28,100953,13028,16903,10393,19149,14157
2022-09-29,101050,13034,16908,10408,19225,14161
2022-09-30,101123,13029,16907,10406,19227,14186
2022-10-01,101132,13030,16910,10403,19221,14204
